"id","iso","country","score","eh","ev","eh_hi","eh_aq","eh_ws","ev_wr","ev_ag","ev_fo","ev_fi","ev_bd","ev_ce","eh_hi_child_mortality","eh_aq_household_air_quality","eh_aq_exposure_pm25","eh_aq_exceedance_pm25","eh_ws_access_to_sanitation","eh_ws_access_to_drinking_water","ev_wr_wastewater_treatment","ev_ag_agricultural_subsidies","ev_ag_pesticide_regulation","ev_fo_change_in_forest_cover","ev_fi_fish_stocks","ev_fi_coastal_shelf_fishing_pressure","ev_bd_terrestrial_protected_areas_national_biome","ev_bd_terrestrial_protected_areas_global_biome","ev_bd_marine_protected_areas","ev_bd_critical_habitat_protection","ev_ce_trend_in_carbon_intensity","ev_ce_change_of_trend_in_carbon_intensity","ev_ce_trend_in_co2_emissions_per_kwh","access_to_electricity","year"
1112,"PL","Poland",69.32,76,64.86,97.29,71.42,59.31,60.73,61.27,58.94,26.52,91.76,60.53,97.29,96,72.93,45.32,44.95,73.66,60.73,26.54,96,58.94,16.67,36.38,100,100,75.28,,77.14,46.79,48.99,100,2008
1120,"RS","Serbia",68.58,75.67,63.86,83.02,66.29,77.69,8.79,92,100,,99.78,62.92,83.02,66.4,78.87,53.6,68.22,87.17,8.79,100,84,100,,,99.78,99.12,,,76.57,55.3,75.2,100,2008
1017,"CL","Chile",67.31,85.05,55.49,89.56,95.79,69.8,68.85,68.04,100,22.97,54.38,35.92,89.56,92.4,100,94.96,68.71,70.89,68.85,44.09,92,100,20.43,25.52,59.7,46.14,71.68,40,53.08,32.93,12.23,99.6,2008
1086,"MT","Malta",67.15,94.39,48.99,84.83,98.33,100,37.01,15.37,,0,80.96,55.32,84.83,95,100,100,100,100,37.01,26.73,4,,0,0,100,100,42.88,,52.53,60.01,59.41,100,2008
998,"BY","Belarus",67.14,79.63,58.82,86.62,78.74,73.53,86.45,68,68.23,,41.25,43.15,86.62,98.4,80.99,56.83,53.25,93.8,86.45,100,36,68.23,,,41.25,41.25,,,90,36.27,41.89,100,2008
1153,"US","United States of America",66.98,91.02,50.94,94.22,92.7,86.16,63.66,61.7,14.35,5.57,63.35,56.45,94.22,95,100,83.09,92.12,80.2,63.66,43.41,80,14.35,5.87,5.28,49.58,59.81,100,44,54.67,29.84,60.18,100,2008
1007,"BN","Brunei Darussalam",66.67,89.49,51.46,97.82,97.61,73.03,37.84,68,36.46,45.23,100,21.73,97.82,95,100,97.84,46.07,100,37.84,,68,36.46,17.84,72.62,100,100,,,0,16,64.57,72.2,2008
999,"BE","Belgium",66.35,89.72,50.77,97.74,71.42,100,60,57.94,23.64,0,57.55,64.47,97.74,95,73.94,45.32,100,100,60,23.89,92,23.64,0,0,86.32,86.32,0,,61.8,35.28,70.09,100,2008
1118,"SA","Saudi Arabia",66.31,87.36,52.29,91.73,86.86,83.48,28.54,84,,6.4,93.7,46.63,91.73,95,92.19,73.38,100,66.97,28.54,,84,,12.8,0,100,100,81.1,,45.83,44.12,48.49,93.4,2008
1026,"CY","Cyprus",65.89,94.95,46.52,98.97,85.88,100,9.44,55.96,35.07,31.22,77.03,61.92,98.97,95,94.31,68.35,100,100,9.44,23.93,88,35.07,18.65,43.79,100,100,31.08,,64.92,46.81,57.34,100,2008
1063,"IL","Israel",65.75,92.87,47.67,96.27,82.33,100,88.4,11.82,,0,38.99,41.86,96.27,95,87.95,64.03,100,100,88.4,19.65,4,,0,0,71.44,39.51,45.01,0,31.85,38.6,61.48,100,2008
1008,"BG","Bulgaria",63.33,85.41,48.61,85.92,74.8,95.5,28.86,74.45,84.12,0,68.85,48.18,85.92,91.8,78.65,53.96,100,91.01,28.86,56.91,92,84.12,0,0,100,100,6.55,,90,45.22,39.47,100,2008
1114,"QA","Qatar",63.05,89.17,45.64,88.72,78.79,100,67.32,88,,0,8.47,70.93,88.72,99.6,79.59,57.19,100,100,67.32,,88,,0,0,12.7,12.7,0,,61.38,79.08,90,93.4,2008
1074,"LV","Latvia",62.93,77.94,52.93,89.54,90.56,53.72,49.62,61.69,3.3,0,95.17,53.27,89.54,93.4,99.51,78.78,30.34,77.1,49.62,31.39,92,3.3,0,0,100,100,85.5,,66.42,0,62.58,100,2008
1129,"KR","South Korea",62.54,78.31,52.03,93.38,56.01,85.54,83.68,48.69,33.76,23.55,50.21,41.55,93.38,100,48.6,19.42,100,71.08,83.68,5.39,92,33.76,26.55,20.54,36.03,36.03,78.58,,43.55,11.91,41.53,92.4,2008
1024,"HR","Croatia",61.95,83.19,47.8,95.22,76.76,77.57,13.23,60.99,63.12,18.54,69.84,63.26,95.22,90.4,82.33,57.55,76.9,78.25,13.23,25.98,96,63.12,13.19,23.89,69.89,54.12,85.5,,72.63,42.91,63.39,100,2008
1138,"TW","Taiwan",61.3,88.66,43.05,92,73.98,100,4.59,43.15,49.65,25.14,71.39,57.69,92,100,73.37,48.56,100,100,4.59,14.31,72,49.65,15.67,34.6,67.65,67.65,78.86,,64.79,46.67,48.45,100,2008
1144,"TO","Tonga",61.1,74.31,52.29,71.08,84.8,67.05,27.06,52,,41.85,92.16,41.88,71.08,54.4,100,100,50.92,83.17,27.06,100,4,,4.76,78.94,97.2,97.2,82.09,,7.52,43.04,,90.8,2008
1034,"EG","Egypt",60.85,67.28,56.56,63.15,68.95,69.75,49.5,94,,22.86,65.11,61.05,63.15,99.8,67.83,39.21,59.65,79.86,49.5,100,88,,3.39,42.34,65.69,37.92,91.74,,25.37,74.42,35.25,99.6,2008
1084,"MY","Malaysia",60.44,87.78,42.2,92.44,94.07,76.84,8.64,90,1.68,19.72,93.37,40.24,92.44,98.4,100,83.81,62.34,91.34,8.64,100,80,1.68,25.75,13.7,100,100,73.49,100,37.59,49.44,31.68,98.4,2008
1079,"LT","Lithuania",60.27,72.77,51.95,90.84,83.68,43.78,45.82,63.56,23.64,0,88.78,51.02,90.84,91.8,89.46,69.78,40.37,47.19,45.82,31.11,96,23.64,0,0,85.77,85.77,94.78,,70.02,17.71,42.59,100,2008
990,"AM","Armenia",59.82,69.98,53.05,79.92,72.46,57.55,22.59,92,74.82,,80.16,39.91,79.92,74.8,82.52,60.07,46.2,68.9,22.59,100,84,74.82,,,73.14,73.94,,100,72.39,13.68,89.95,99.6,2008
1146,"TN","Tunisia",58.09,78.87,44.24,88.42,99.24,48.95,27.77,88,100,15.33,31.08,54.38,88.42,98.8,100,98.92,42.18,55.73,27.77,100,76,100,3.9,26.76,7.4,18.81,67.02,,66.86,47.71,66.57,99,2008
1022,"CR","Costa Rica",58.04,81.3,42.54,88.6,97.53,57.76,0.9,90,19.87,38.25,89.55,38.46,88.6,92.6,100,100,53.71,61.81,0.9,100,80,19.87,28.57,47.93,94.44,89.28,74.46,100,46.55,34.42,38.81,98.2,2008
1065,"JM","Jamaica",57.85,69.04,50.4,70.26,95.53,41.31,10,96,18.52,0,88.02,76.98,70.26,86.6,100,100,31.9,50.73,10,100,92,18.52,0,0,81.34,95.67,75.05,100,16.38,90,60.32,91,2008
1157,"VE","Venezuela",57.65,72.38,47.83,68.7,99.44,49.01,14.94,94,33.76,18.93,92.92,43.59,68.7,99.4,100,98.92,48.15,49.87,14.94,100,88,33.76,9.09,28.76,100,100,85.66,86,47.13,19.22,57.04,100,2008
1033,"EC","Ecuador",57.55,70.65,48.82,69.77,98.24,43.95,6.4,96,28.15,39.18,88.09,54.66,69.77,95.8,100,98.92,46.24,41.66,6.4,100,92,28.15,32.09,46.27,91.85,76.5,100,84,48.8,51.28,61.75,96.2,2008
1088,"MU","Mauritius",57.3,84.62,39.08,84.8,99.53,69.51,5.44,92,100,47.18,43.7,29.91,84.8,98.6,100,100,46.75,92.28,5.44,,92,100,0,94.36,28.32,28.32,18.17,100,24.23,32.39,,99.8,2008
1067,"JO","Jordan",56.54,78.91,41.62,77.29,90.53,68.92,42.3,84,,,8.39,65.68,77.29,99.4,95.57,76.62,74.95,62.89,42.3,,84,,,,8.39,6.93,,,69.19,65.47,65.75,99.2,2008
1107,"PA","Panama",56.47,67.33,49.22,70.55,93.87,37.59,20.15,96,14.35,30.06,86.96,52.82,70.55,81.6,100,100,23.16,52.01,20.15,,96,14.35,24.11,36.01,92.44,76.52,78.87,100,71.48,32.83,60.36,87.4,2008
993,"AZ","Azerbaijan",55.7,59.95,52.87,62.74,86.54,30.56,13.15,62,63.12,,58.66,80.88,62.74,88.8,93.85,76.98,34.02,27.11,13.15,100,24,63.12,,,58.66,68.89,,,90,78.28,83.55,99.2,2008
1070,"KI","Kiribati",55.18,49.39,59.05,53.76,84.07,10.34,27.06,56,,38.16,100,,53.76,52.2,100,100,7.16,13.52,27.06,100,12,,9.45,66.87,100,100,100,,,,,55.4,2008
1121,"SC","Seychelles",55,82.33,36.78,81.36,99.53,66.09,3.96,48,,48.96,72.42,26.83,81.36,98.6,100,100,69.52,62.67,3.96,,48,,1.16,96.77,75.01,72.4,42.26,100,22.14,33.06,,28.4,2008
1092,"ME","Montenegro",54.87,76.99,40.13,98.57,72.46,59.96,5.1,82,100,0,51.6,47.4,98.57,70.6,84.18,62.59,46.29,73.63,5.1,100,64,100,0,0,77.82,77,0,,45.27,51.33,41.59,100,2008
1032,"DO","Dominican Republic",54.48,68.42,45.19,76.58,96.8,31.89,5.9,98,5.79,39.86,92.94,44.06,76.58,90.4,100,100,33.06,30.72,5.9,100,96,5.79,26.11,53.62,75.78,97.03,98.96,100,90,39.28,45.65,96.8,2008
1137,"SY","Syria",54.35,66.72,46.11,80.71,71.51,47.94,82.17,92,3.3,0,23.44,59.1,80.71,99,71.66,43.88,54.79,41.1,82.17,100,84,3.3,0,0,3.76,3.28,63.28,,35.2,69.32,39.05,91.8,2008
1025,"CU","Cuba",54.05,79.24,37.26,91.77,97.2,48.76,9.19,84,100,29.99,54.12,16.93,91.77,91.6,100,100,47.61,49.9,9.19,,84,100,10.71,49.27,36.57,51.31,78.59,50,0,14.87,23.47,99.4,2008
985,"AL","Albania",53.92,70.61,42.8,88.9,68.14,54.79,3.36,60,17.25,0,63.19,85.74,88.9,58.8,83.75,61.87,50.97,58.62,3.36,100,20,17.25,0,0,58.79,57.06,73.71,,86.45,78.69,99.4,100,2008
1089,"MX","Mexico",53.74,67.42,44.61,74.21,85.89,42.17,37.45,54.98,19.87,22.11,61.87,51.35,74.21,85.2,96.56,75.9,34.41,49.94,37.45,29.95,80,19.87,10.94,33.28,61.8,66.37,82.31,37,60.05,27.12,73.66,98.8,2008
1141,"TH","Thailand",53.26,70.32,41.89,86.23,67.03,57.7,16,96,25.34,19.58,68.36,46.05,86.23,70.6,78.7,51.8,54.91,60.48,16,100,92,25.34,22.94,16.23,74.55,48.19,82.35,,42.41,42.91,52.4,99.2,2008
1147,"TR","Turkey",53.21,70.27,41.84,62.91,84.98,62.9,48.93,50.7,52.35,21.97,32.03,46.52,62.91,95.6,89.93,69.42,46.08,79.73,48.93,13.41,88,52.35,20.92,23.02,13.57,14.14,75.4,25,55.37,40.62,43.4,100,2008
1090,"MD","Moldova",53.04,66.09,44.34,74.45,76.26,47.56,34.15,74,100,,7.51,63.16,74.45,87.6,82.89,58.27,36.49,58.64,34.15,100,48,100,,,7.51,7.14,,,81.55,49.64,90,98.2,2008
1133,"SR","Suriname",52.85,65.78,44.24,61.09,95.53,40.72,0.01,86,63.12,16.73,75.04,52.76,61.09,86.6,100,100,34.86,46.57,0.01,100,72,63.12,0,33.45,57.55,83.9,83.67,,82.78,40.15,,100,2008
1116,"RU","Russia",52.85,73.08,39.37,81.26,93.92,44.07,21.5,10.65,35.07,13.92,53.22,61.02,81.26,99.4,100,82.37,23.6,64.53,21.5,17.3,4,35.07,19.69,8.14,60.88,64.02,87.99,0,90,26.94,47.77,100,2008
1040,"FJ","Fiji",52.35,68.99,41.25,70.4,87.2,49.38,3.9,94,58.94,37.62,37.98,65.71,70.4,61.6,100,100,38.85,59.9,3.9,100,88,58.94,7.61,67.62,16.45,18.27,77.21,40,21.24,67.16,,55.4,2008
995,"BH","Bahrain",52.29,84.39,30.9,80.34,79.42,93.4,64.27,12,,0,4.99,39.57,80.34,95,79.23,64.03,86.81,100,64.27,,12,,0,0,7.48,7.48,0,,32.21,26.74,56.9,93.4,2008
1131,"LK","Sri Lanka",52.26,64.83,43.87,80.79,72.51,41.2,0,92,33.76,53.19,67.7,54.62,80.79,24,100,93.53,42.1,40.29,0,100,84,33.76,31.51,74.87,85.21,97.14,53.45,35,76.3,49.27,64.84,84.2,2008
1068,"KZ","Kazakhstan",52.13,74.81,37.01,65.62,95.27,63.54,30.5,76,74.82,,14.11,43.49,65.62,89.4,100,96.4,70.58,56.51,30.5,100,52,74.82,,,14.11,19.58,,,29.46,39.81,59.37,99.4,2008
1006,"BR","Brazil",52.12,70.16,40.09,66.12,97.55,46.83,10.87,69.83,10.81,26.89,66.64,53.82,66.12,93,100,99.64,30.95,62.7,10.87,51.66,88,10.81,24.51,29.28,82.23,73.29,81.04,30,52.02,26.19,79.65,98.6,2008
1145,"TT","Trinidad and Tobago",52.02,71,39.36,61.45,99.53,52.02,5.25,96,17.88,24.58,83.48,32.54,61.45,98.6,100,100,51.06,52.98,5.25,,96,17.88,0,49.16,96.18,92.05,45.68,100,26.96,11.34,51.79,98.2,2008
1154,"UY","Uruguay",51.87,87.32,28.24,79.07,99.73,83.16,6.67,68.06,100,24.12,18.5,24.51,79.07,99.2,100,100,77.67,88.65,6.67,52.12,84,100,27.46,20.79,0.47,0.49,54.54,,18.47,60.86,10.73,98.4,2008
1093,"MA","Morocco",51.81,61.89,45.09,61.71,98.27,25.69,39.39,45.61,100,17.72,35.36,49.4,61.71,96.6,100,98.2,22.69,28.69,39.39,7.21,84,100,17.83,17.61,25.39,19.65,61.05,,45.9,44.54,59.1,93.4,2008
1106,"PW","Palau",51.51,84.12,29.77,74.01,99.93,78.42,40,4,,53.49,43.95,1.02,74.01,99.8,100,100,100,56.84,40,,4,,6.98,100,65.92,65.92,0,,2.42,0,,55.4,2008
1071,"KW","Kuwait",50.71,80.34,30.95,79.32,70.01,91.69,43,92,,0,7.8,42.23,79.32,95,70.06,44.96,100,83.38,43,,92,,0,0,11.71,11.71,0,,40.39,0,46.4,93.4,2008
1128,"ZA","South Africa",50.63,56.22,46.91,40.49,93.73,34.42,27.86,68.25,100,1.75,55.55,49.87,40.49,83,100,98.2,25.25,43.6,27.86,48.5,88,100,3.5,0,38.22,42.62,66.38,75,52.04,56.54,38.54,79.6,2008
1019,"CO","Colombia",50.37,64.68,40.84,60.77,94.88,38.38,4.6,55.61,26.24,33.68,80.17,43.49,60.77,85,100,99.64,28.58,48.17,4.6,19.21,92,26.24,11.94,55.42,89.05,76.54,99.08,56,64.68,36.3,48.1,96.2,2008
1075,"LB","Lebanon",50.36,86.46,26.29,89.42,81.27,88.69,15.08,90,74.82,0,1.71,40.43,89.42,100,83.37,60.43,77.38,100,15.08,100,80,74.82,0,0,2.56,2.56,0,,68.34,12.17,56.53,99,2008
1115,"RO","Romania",50.03,61.15,42.62,83.57,68.56,31.32,13.05,65.35,45.05,0,63.51,62.82,83.57,81.4,75.72,48.56,24.66,37.99,13.05,38.71,92,45.05,0,0,40.13,51.12,99.26,,90,60.61,51.58,100,2008
1003,"BO","Bolivia",49.87,52.42,48.17,46.13,89.15,21.97,11.3,64,11.77,,81.04,63.57,46.13,69.6,100,97.84,9.36,34.58,11.3,100,28,11.77,,,95.73,91.7,,43,0,90,11.28,79.4,2008
1100,"NI","Nicaragua",49.84,58.59,44.01,71.51,81.33,22.93,8.4,88,0,28.87,91.67,46.82,71.51,44,100,100,12.76,33.09,8.4,100,76,0,23.08,34.66,91.1,91.91,92.01,,51.87,37.24,65.96,73.8,2008
986,"DZ","Algeria",49.57,69.44,36.32,64.11,98.71,45.5,34.64,94,26.24,22.4,34.86,37.53,64.11,99,100,97.12,59.37,31.63,34.64,100,88,26.24,10,34.8,37.12,19.43,48.04,,26.2,28.62,55.48,98.8,2008
1081,"MK","Macedonia",49.09,76.38,30.89,100,60.65,68.49,3.74,94,25.34,,24.13,54.41,100,65.8,71.54,44.6,47.76,89.22,3.74,100,88,25.34,,,24.13,38.59,,,90,53.19,53.4,98.2,2008
1060,"IR","Iran",48.98,71.41,34.03,60.2,91.32,62.73,2.77,92,84.12,18.8,37.06,36.73,60.2,99.4,96.85,77.7,69.09,56.36,2.77,100,84,84.12,8.96,28.64,40.3,34.39,73.54,0,28.76,32.13,46.18,98,2008
1150,"UA","Ukraine",48.76,75.34,31.04,81.52,79.49,65,14.7,84,32.52,26.04,41.46,27.78,81.52,95.6,82.8,60.07,57.55,72.46,14.7,100,68,32.52,9.6,42.48,20.17,22.39,81.82,,90,17.52,45.9,99.2,2008
989,"AR","Argentina",48.61,83.94,25.06,83.1,99.24,69.47,11.75,96,0,19,44.88,16.79,83.1,98.8,100,98.92,60.15,78.79,11.75,100,92,0,24.4,13.61,29.1,35.9,64.53,50,13.6,22.06,11.47,87.4,2008
988,"AG","Antigua and Barbuda",48.56,80.78,27.08,81.65,99.67,61.02,11.37,84,,0,60.92,8.41,81.65,99,100,100,49.41,72.62,11.37,,84,,0,0,38,60.64,45.05,100,13.11,0,,87.4,2008
1161,"ZW","Zimbabwe",48.44,44.13,51.31,36.96,78,17.44,14.03,52,23.64,,99.52,,36.96,34,100,100,8.03,26.85,14.03,100,4,23.64,,,99.74,98.96,,100,,,,36.4,2008
1000,"BZ","Belize",48.31,74.8,30.65,78.61,95.53,50.25,2.28,88,4.69,0,98.24,2.59,78.61,86.6,100,100,42.9,57.61,2.28,100,76,4.69,0,0,99.76,98.79,96.15,,83.28,0,,87.4,2008
1055,"HN","Honduras",47.92,55.04,43.17,50.32,82.41,32.37,15.54,92,6.17,27.92,76.81,48.29,50.32,47.6,100,99.64,28.27,36.48,15.54,100,84,6.17,6.67,49.17,82.16,79.69,65.41,80,43.61,50.93,43.04,80.2,2008
1050,"GT","Guatemala",47.1,58.12,39.76,55.76,80.03,38.56,5.37,94,0,32.88,57.55,64.18,55.76,42.6,100,97.48,29.57,47.55,5.37,100,88,0,21.99,43.78,80.11,53.82,76.26,20,60,56.98,78.52,81.4,2008
1002,"BT","Bhutan",46.77,41.84,50.06,37.76,56.11,31.65,0,50,63.12,,94.92,,37.76,56.4,66.26,45.68,9.19,54.1,0,100,0,63.12,,,94.92,96.13,,,,,,71.2,2008
1031,"DM","Dominica",46.63,71.39,30.12,71.79,98.4,43.98,2.99,56,,0,66.29,27.95,71.79,95.2,100,100,33.04,54.92,2.99,100,12,,0,0,80.06,85.12,0,100,44.51,25.36,,90.4,2008
1005,"BW","Botswana",46.56,59.43,37.98,50.91,86.8,40.59,0.95,20,,,100,16.57,50.91,60.4,100,100,17.66,63.53,0.95,,20,,,,100,100,,,61.98,11.37,6.12,42.4,2008
1104,"OM","Oman",46.47,77.9,25.52,85.33,95.58,52.79,13.4,24,,24.32,42.28,21.64,85.33,95,100,91.73,63.06,42.51,13.4,,24,,11.02,37.63,61.74,53.99,53.4,0,0,67.9,49.9,93.4,2008
1045,"GE","Georgia",46.06,70.2,29.97,77.77,74.74,58.08,0,56,84.12,0,29.59,45.43,77.77,53.4,94.93,75.9,56.27,59.88,0,100,12,84.12,0,0,44.53,44.24,0,,40.32,42.22,51.9,100,2008
994,"BS","Bahamas",46.06,73.07,28.06,68.91,98.33,51.95,11.37,12,21.31,36.07,75.53,0,68.91,95,100,100,42.49,61.42,11.37,,12,21.31,6.11,66.04,79.55,81.77,65.26,,0,0,,87.4,2008
1043,"GA","Gabon",45.86,48.66,44,34.49,90.19,21.3,0,12,58.94,25.99,82.94,56.67,34.49,72,100,98.56,5.45,37.14,0,,12,58.94,20.79,31.2,86.49,84.84,77.49,,90,79.52,1.77,80.4,2008
1004,"BA","Bosnia and Herzegovina",45.56,77.33,24.39,88.88,71.34,71.76,3.18,52,100,,2.5,31.71,88.88,54,90.25,69.78,62.55,80.97,3.18,100,4,100,,,2.5,2.5,,,34.14,17.86,57.95,99.8,2008
997,"BB","Barbados",45.13,86.65,17.45,86.82,100,73.12,11.37,84,,50,2.28,12.38,86.82,100,100,100,49.79,96.45,11.37,,84,,0,100,0.54,0.54,8.03,0,11,14.85,,87.4,2008
1156,"VU","Vanuatu",45.07,54.12,39.04,65.32,72.13,24.91,27.06,56,74.82,53.66,27.46,,65.32,16.4,100,100,13.51,36.3,27.06,100,12,74.82,12.7,94.63,24.34,24.34,33.72,,,,,23,2008
1148,"TM","Turkmenistan",45.01,65.95,31.04,47.22,99.08,51.56,9.8,50,,,17.86,61.67,47.22,99.4,100,97.84,84.95,18.17,9.8,100,0,,,,17.86,21.94,,,79.84,69.25,44.76,100,2008
1059,"ID","Indonesia",44.7,53.97,38.53,64.39,75.16,22.35,0.02,88,7.75,27.32,77.22,45.25,64.39,44.2,100,81.29,14.57,30.14,0.02,100,76,7.75,29.02,25.62,82.09,87.01,85.77,54,53.88,42.98,49.45,92.8,2008
1111,"PH","Philippines",44.66,59.31,34.88,60.89,81.45,35.6,0.53,86,31.35,22.48,64.55,35.73,60.89,49.4,100,94.96,24.87,46.34,0.53,100,72,31.35,18.41,26.54,63.89,76.24,78.06,40,78.85,30.28,46.15,80.6,2008
1091,"MN","Mongolia",44.14,53.8,37.7,63.65,75.8,21.96,19.8,88,0,,73.25,25.06,63.65,27.4,100,100,12.85,31.07,19.8,100,76,0,,,69.27,59.41,,100,69.66,9.81,54.19,85.4,2008
1018,"CN","China",44,42.24,45.17,79.74,17.55,29.42,18.18,76,25.34,13.45,66.63,65.16,79.74,52.6,0.04,0,17.34,41.5,18.18,100,52,25.34,17.68,9.21,64.33,80.41,67.76,54,39.29,75,51.83,99.6,2008
1110,"PE","Peru",43.76,53.77,37.08,51.73,82.28,27.31,20.98,92,32.52,31.14,66.76,16.71,51.73,61.6,100,85.25,22.57,32.06,20.98,100,84,32.52,26.26,36.03,79.01,65.97,66.05,56,41.91,23.2,0,82.4,2008
1155,"UZ","Uzbekistan",43.57,68.53,26.92,54.03,82.95,68.61,0,50,55.41,,12.87,51.9,54.03,87.2,91.16,70.5,100,37.22,0,100,0,55.41,,,12.87,23.24,,,90,51.49,52.61,100,2008
1035,"SV","El Salvador",43.1,63.88,29.24,69.3,91.8,30.55,0.62,84,9.9,34.61,23.51,58.24,69.3,75.4,100,100,21.77,39.32,0.62,100,68,9.9,26.32,42.91,3.6,2.89,64.03,,50.76,44.52,85.44,91.2,2008
1078,"LY","Libya",42.3,71.59,22.78,80,97.54,37.22,18.08,12,,35.1,0.89,46.61,80,99.8,100,92.81,66.56,7.88,18.08,,12,,10.71,59.49,0.63,2.03,0,,59.07,8.59,60.08,100,2008
1015,"CF","Central African Republic",42.15,29.1,50.85,13.19,63.55,10.56,0,90,43.06,,97,,13.19,3.6,100,87.05,5.73,15.39,0,100,80,43.06,,,97,97.02,,,,,,8.4,2008
1014,"CV","Cape Verde",41.49,62.65,27.39,72.73,88.87,26.35,19.4,56,,39.08,7.32,45.04,72.73,66.6,100,100,15.89,36.82,19.4,100,12,,12.09,66.07,14.64,14.64,0,0,40.29,45.15,,65.4,2008
1160,"ZM","Zambia",41.19,34.85,45.41,22.9,71.47,10.17,4.2,42.83,13.28,,100,,22.9,16.2,100,98.2,8.56,11.78,4.2,13.66,72,13.28,,,100,100,,,,,,18.6,2008
1073,"LA","Laos",40.93,35.89,44.29,51.87,42.76,13.04,0,80,13.28,,93.85,,51.87,4.2,73.37,50.72,13.08,12.99,0,100,60,13.28,,,93.85,96.92,,,,,,62,2008
1108,"PG","Papua New Guinea",40.91,40.17,41.41,44.53,74.88,1.09,0,56,45.05,51.9,25.68,89.98,44.53,25,100,99.64,1.23,0.95,0,100,12,45.05,25.23,78.57,14.23,12.52,61.97,14,78.61,90,,14.2,2008
1036,"GQ","Equatorial Guinea",40.68,37.86,42.57,14.19,74.2,25.18,1.25,0,37.94,49.87,91.32,,14.19,22.6,100,100,44.18,6.18,1.25,,0,37.94,17.48,82.26,100,100,65.29,100,,,,28.4,2008
1072,"KG","Kyrgyzstan",40.41,62.91,25.41,55.72,85.92,47.1,4.2,94,68.23,,15.77,,55.72,64.6,100,93.17,54.32,39.88,4.2,100,88,68.23,,,20.21,21.83,,0,,,,100,2008
1096,"NA","Namibia",40.07,52.3,31.92,49.7,81.01,26.18,13,56,,24.44,80.41,0.54,49.7,43.4,100,99.64,5,47.35,13,100,12,,15.73,33.15,100,100,41.24,,9.29,0,0,42.6,2008
1119,"SN","Senegal",39.94,43.14,37.81,32.2,82.07,15.15,2.06,17.45,,18.5,85.36,,32.2,46.2,100,100,11.55,18.75,2.06,22.9,12,,15.44,21.56,99.49,79.36,77.21,,,,,53,2008
1009,"BF","Burkina Faso",39.77,30.29,46.08,10.91,68.93,11.03,0.02,88,,,83.75,,10.91,6.8,100,100,0.55,21.52,0.02,100,76,,,,83.75,83.75,,,,,,11.8,2008
1023,"CI","Cote d'Ivoire",39.22,38.02,40.03,26.51,73.2,14.33,0.6,80,0,32.45,81.23,49.3,26.51,21.4,100,98.2,2.51,26.15,0.6,100,60,0,11.26,53.64,100,100,57.94,67,48.32,53.16,41.59,57.4,2008
1109,"PY","Paraguay",39.09,58.61,26.07,63,83.6,29.24,0.16,92,0,,31.2,44.09,63,50.8,100,100,23.28,35.21,0.16,100,84,0,,,31.2,31.46,,,46.91,16.3,98.84,96,2008
1083,"MW","Malawi",38.84,36.75,40.24,24.1,67.6,18.55,0,84,0,,87.81,,24.1,2.8,100,100,12.33,24.77,0,100,68,0,,,94.62,72.89,,100,,,,8.2,2008
1102,"NG","Nigeria",38.41,32.47,42.38,18.61,70.91,7.89,1.08,92,29.16,25.68,57.54,70.55,18.61,26.4,100,86.33,5.06,10.72,1.08,100,84,29.16,28.22,23.14,75.96,58.22,45.96,50,90,90,31.66,47.4,2008
1149,"UG","Uganda",38.39,35.29,40.46,27.56,66.61,11.7,0.56,58,4.34,,91.31,,27.56,3.8,100,96.04,5.81,17.6,0.56,100,16,4.34,,,88.24,88.6,,100,,,,13.8,2008
1142,"TL","Timor-Leste",38.13,41.83,35.67,45.51,69.33,10.66,0.3,50,31.35,59.32,60.43,,45.51,8,100,100,7.27,14.05,0.3,100,0,31.35,19.72,98.92,50.89,50.89,79.51,,,,,37.2,2008
1021,"CG","Congo",37.77,35.45,39.31,24.22,71.93,10.19,0.18,60,47.23,0,66.29,59.88,24.22,21.2,100,94.6,1.14,19.23,0.18,,60,47.23,0,0,55,55.34,88.53,,55.48,90,0.01,33.8,2008
1053,"GY","Guyana",37.26,67.22,17.29,62.12,97.13,42.41,0,92,63.12,15.5,18.66,0.64,62.12,91.4,100,100,34.69,50.13,0,100,84,63.12,0.58,30.41,29.98,26,0,,42.62,0,,77.4,2008
1039,"ET","Ethiopia",36.7,33.05,39.14,30.29,67,1.87,0,19.72,35.07,,83.78,,30.29,2.8,100,98.2,0.85,2.89,0,19.45,20,35.07,,,93.15,82.94,,71,,,,21,2008
1140,"TZ","Tanzania",36.66,34.26,38.26,30.61,68.41,3.76,0.42,94,14.9,26.2,79.12,,30.61,5.6,100,99.64,0,7.51,0.42,100,88,14.9,0,52.41,99.86,99.72,81.91,35,,,,13.8,2008
1158,"VN","Viet Nam",36.55,48.54,28.55,61.83,50.53,33.26,0.14,58.25,17.25,19.02,43.39,44.51,61.83,40,64.83,46.76,22.65,43.87,0.14,28.5,88,17.25,12.26,25.77,36.46,21.17,72.93,43,3.03,46.08,41.43,94.6,2008
1134,"SZ","Swaziland",36.23,40.66,33.27,26.16,81,14.84,55.5,58,52.35,,17.69,14.04,26.16,43,100,100,14.51,15.16,55.5,100,16,52.35,,,17.69,17.41,,,68.53,13.59,,34.4,2008
